City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text
New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,"North Indian, Continental, Chinese",2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good
New Delhi,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Indore,"North Indian, Chinese",1500,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good
Abu Dhabi,"Indian, South Indian",60,Emirati Diram(AED),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average
Noida,"North Indian, South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average
New Delhi,"North Indian, Finger Food",800,Indian Rupees(Rs.),Yes,No,No,No,2,0.0,White,Not rated
Gurgaon,"Japanese, Tibetan, Vietnamese, Korean",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
Valdosta,Mexican,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good
New Delhi,"Turkish, Arabian, Moroccan, Lebanese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Continental, Italian, North Indian",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good
Gurgaon,"Greek, Mediterranean",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good
New Delhi,Continental,900,Indian Rupees(Rs.),Yes,No,No,No,2,4.0,Green,Very Good
New Delhi,"North Indian, Continental, Chinese",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average
Patna,"Chinese, North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
Gurgaon,"Japanese, Sushi",3300,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good
Gurgaon,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Pretoria,"Burger, Steak, Seafood",360,Rand(R),No,No,No,No,4,4.1,Green,Very Good
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Nagpur,Cafe,250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
Gurgaon,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
New Delhi,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average
Rio de Janeiro,Brazilian,170,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent
New Delhi,"North Indian, Chinese, Mughlai",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good
New Delhi,"North Indian, Chinese",750,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Noida,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Singapore,"Chinese, Seafood, Cantonese, Dim Sum",300,Dollar($),No,No,No,No,4,3.9,Yellow,Good
New Delhi,"North Indian, South Indian",500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
New Delhi,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Surat,"Chinese, Thai, Asian",800,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,"North Indian, Italian, Chinese, American",1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good
Noida,"Chinese, North Indian, South Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,2.0,Red,Poor
Faridabad,"Chinese, Fast Food, Bakery",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
New Delhi,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good
New Delhi,"North Indian, Mughlai, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
New Delhi,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
New Delhi,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Continental, Italian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Rest of Hawaii,"Breakfast, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good
Columbus,"Asian, Vietnamese",10,Dollar($),No,No,No,No,1,3.3,Orange,Average
New Delhi,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
New Delhi,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Dalton,"Italian, Pizza",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good
New Delhi,"Finger Food, North Indian, Italian",1200,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good
New Delhi,"American, British, Continental",1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good
Faridabad,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,Desserts,450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,Desserts,100,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good
New Delhi,Pizza,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Singapore,"Western, Fusion, Fast Food",60,Dollar($),No,No,No,No,4,3.2,Orange,Average
Gurgaon,Bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor
Noida,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Chandigarh,"Mughlai, North Indian",800,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
Gurgaon,Chinese,1500,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good
New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Dalton,"American, BBQ, Southern",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good
Ghaziabad,"North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.6,Orange,Average
Noida,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Continental, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
Gurgaon,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Pizza, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Fast Food, Cafe",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
New Delhi,"Burger, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,Biryani,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Ankara,"Kebab, Izgara",60,Turkish Lira(TL),No,No,No,No,3,4.4,Green,Very Good
Gurgaon,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good
New Delhi,Mughlai,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Cafe, Tea",400,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good
New Delhi,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good
Gurgaon,"Healthy Food, Juices, Salad, Italian, Continental",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good
New Delhi,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Italian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Boise,Pizza,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good
New Delhi,"Chinese, Italian, Continental, North Indian",5000,Indian Rupees(Rs.),No,No,No,No,4,3.6,Yellow,Good
New Delhi,"Fast Food, Pizza",600,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average
New Delhi,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,"North Indian, Finger Food, Italian, Chinese",1900,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,"Fast Food, Chinese",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good
New Delhi,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Noida,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Continental, Italian",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Mumbai,"North Indian, South Indian, Mughlai",1500,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent
Kanpur,"Bakery, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Noida,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Noida,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,Bakery,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Noida,Cafe,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average
New Delhi,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
New Delhi,"North Indian, Mughlai",1300,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average
��stanbul,"World Cuisine, Patisserie, Cafe",105,Turkish Lira(TL),No,No,No,No,3,4.2,Green,Very Good
Dehradun,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good
Faridabad,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Noida,North Indian,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good
Noida,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Chinese, North Indian, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
Jakarta,"Sushi, Japanese",500000,Indonesian Rupiah(IDR),No,No,No,No,3,4.9,Dark Green,Excellent
Bhopal,"North Indian, Chinese, South Indian, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
New Delhi,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
Noida,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, North Indian",550,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
New Delhi,"Chinese, Mughlai, North Indian",750,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.7,Orange,Average
Johannesburg,"Asian, Sushi, Tapas",300,Rand(R),No,No,No,No,4,4.3,Green,Very Good
Gurgaon,"North Indian, Street Food, Mithai",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Waterloo,"Japanese, Sushi",40,Dollar($),No,No,No,No,3,3.8,Yellow,Good
New Delhi,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
New Delhi,"Kashmiri, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
Noida,"Mughlai, North Indian",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Fast Food, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good
Nashik,Cafe,600,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average
Cape Town,"Spanish, Tapas",360,Rand(R),No,No,No,No,4,3.7,Yellow,Good
New Delhi,"Cafe, American, Tea",2000,Indian Rupees(Rs.),No,No,No,No,4,3.1,Orange,Average
Jakarta,"Cafe, Western",300000,Indonesian Rupiah(IDR),No,No,No,No,3,4.3,Green,Very Good
Gurgaon,"North Indian, Continental, Asian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good
Edinburgh,"Cafe, Bakery, Desserts",35,Pounds(��),No,No,No,No,3,4.6,Dark Green,Excellent
New Delhi,"Continental, Chinese, Thai, Mughlai, North Indian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good
New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Chinese",750,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
Bhopal,Chinese,1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good
New Delhi,"South Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Noida,"Mithai, Bakery",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"North Indian, Fast Food, South Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good
Orlando,Hawaiian,45,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent
Gurgaon,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good
New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
New Delhi,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average
Cape Town,Sushi,250,Rand(R),No,No,No,No,3,3.8,Yellow,Good
New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Amritsar,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good
New Delhi,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
Weirton,"Burger, Greek, Sandwich",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good
Indore,"North Indian, Chinese, Continental, Mediterranean, Asian",1300,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good
New Delhi,"North Indian, Afghani, Mughlai",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.3,Green,Very Good
New Delhi,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average
Noida,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor
New Delhi,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,Beverages,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Potrero,"American, BBQ, Burger",25,Dollar($),No,No,No,No,2,3.3,Orange,Average
Gurgaon,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Noida,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"Desserts, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,Ice Cream,150,Indian Rupees(Rs.),No,Yes,No,No,1,4.7,Dark Green,Excellent
Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average
Gurgaon,"Chinese, Thai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
Noida,"Japanese, Sushi",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average
Noida,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
Gurgaon,"Continental, European, North Indian",1800,Indian Rupees(Rs.),Yes,No,No,No,3,2.1,Red,Poor
Gurgaon,Fast Food,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good
New Delhi,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor
New Delhi,"Beverages, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
Gurgaon,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Biryani, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average
New Delhi,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Italian, Pizza",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,Turkish,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average
New Delhi,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Noida,"Burger, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Cafe, Tea",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Coimbatore,"North Indian, Chinese, Street Food",700,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good
Goa,"North Indian, Chinese, Continental, Goan, Seafood",1100,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good
New Delhi,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Noida,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good
Singapore,Italian,100,Dollar($),No,No,No,No,4,4.1,Green,Very Good
Gurgaon,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.1,Orange,Average
New Delhi,"Continental, North Indian, Italian",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average
Ranchi,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
Noida,South Indian,350,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor
New Delhi,"Fast Food, Italian, Pizza",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
New Delhi,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Pensacola,Tapas,25,Dollar($),No,No,No,No,2,3.9,Yellow,Good
Noida,"North Indian, Chinese, Italian, Thai",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Gurgaon,"Cafe, Italian, Pizza",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good
New Delhi,"North Indian, South Indian",700,Indian Rupees(Rs.),Yes,No,No,No,2,3.8,Yellow,Good
New Delhi,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,"Bakery, Fast Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,Bakery,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
New Delhi,"North Indian, Chinese",300,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor
Gurgaon,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
New Delhi,"North Indian, Mexican, Chinese, Italian",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good
Gurgaon,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
New Delhi,"North Indian, Chinese",1100,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average
New Delhi,Juices,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Chinese, South Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average
New Delhi,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"European, North Indian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good
New Delhi,"Chinese, South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"North Indian, Chinese, Continental",2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average
New Delhi,"Cafe, Bakery",800,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
Faridabad,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,"Bakery, Desserts, Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
Varanasi,South Indian,450,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
Noida,"Mithai, North Indian, South Indian, Street Food, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
New Delhi,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor
Indore,"Cafe, Bakery",500,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good
New Delhi,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Gurgaon,"Chinese, Assamese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
New Delhi,"Chinese, Thai",900,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"Pizza, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Faridabad,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average
New Delhi,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
New Delhi,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"Mughlai, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Chinese, Tibetan, Japanese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
Gurgaon,"North Indian, Mughlai, Chinese, South Indian",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average
New Delhi,"Chinese, Seafood",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.7,Orange,Average
Davenport,"Burger, Pizza",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
New Delhi,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Mysore,"North Indian, Chinese, South Indian",650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.0,Orange,Average
New Delhi,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Hyderabad,"Hyderabadi, Awadhi",1400,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good
New Delhi,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
